date,industry_name,pct_change,close,net_inflow,net_amount_rate,super_large_inflow,large_inflow,rank,etf_code,etf_name
20240912,银行,0.67,3004.11,3.34032464,2.28,-0.23059216,3.5709168,2,512800,银行ETF
20240912,软件开发,0.72,598.06,2.82090688,1.07,2.95859648,-0.1376896,3,515230,软件ETF
20240912,医疗服务,-0.48,747.44,1.80168,2.56,1.2076776,0.5940024,4,510660,创新药ETF
20240912,家电行业,-0.41,13977.27,1.634788,1.83,0.6471344,0.9876536,5,510150,消费ETF
20240912,有色金属,0.1,11788.64,0.95306768,1.4,1.08267984,-0.12961216,6,512400,有色ETF
20240912,工程建设,0.48,15064.16,0.9038088,1.51,0.47984672,0.42396208,7,510300,沪深300ETF
20240912,煤炭行业,0.96,8970.44,0.84558848,1.87,0.04599168,0.7995968,8,515220,煤炭ETF
20240912,电网设备,0.85,18388.15,0.84292464,0.67,2.18454912,-1.34162448,9,561380,电网设备ETF
20240912,公用事业,0.84,6504.05,0.58719181,4.12,0.40321549,0.18397632,11,561380,电网设备ETF
20240912,船舶制造,0.19,683.71,0.36824608,3.84,0.31595014,0.05229594,13,512660,军工ETF
20240912,化学制药,-0.16,22636.76,0.28233392,0.24,0.60857616,-0.32624224,15,159929,医药ETF
20240912,光伏设备,0.57,878.24,0.16825568,0.1,0.28274544,-0.11448976,17,516290,光伏ETF
20240912,水泥建材,0.52,16856.46,0.07406913,0.53,0.13699527,-0.06292614,20,510300,沪深300ETF
20240912,石油行业,0.13,4220.42,0.02074256,0.06,-0.3137136,0.33445616,21,510300,沪深300ETF
20240912,文化传媒,-0.01,6834.91,-0.22592512,-0.23,1.55163984,-1.77756496,27,512980,传媒ETF
20240912,燃气,0.13,1206.1,-0.39485197,-4.23,-0.13133862,-0.26351335,35,561380,电网设备ETF
20240912,贵金属,-0.84,891.21,-0.52354672,-1.27,-0.8055664,0.28201968,37,512400,有色ETF
20240912,装修装饰,-0.24,319.67,-0.5491137,-4.29,-0.14472325,-0.40439045,39,510300,沪深300ETF
20240912,风电设备,0.22,752.47,-0.58116793,-2.65,-0.02535177,-0.55581616,41,516160,新能源ETF
20240912,农牧饲渔,-0.12,9615.78,-0.95839935,-2.08,-0.75167711,-0.20672224,53,510150,消费ETF
20240912,通信设备,0.12,8602.07,-0.974272,-0.57,-0.774336,-0.199936,54,515880,通信ETF
20240912,电力行业,0.55,13061.56,-1.02019136,-1.05,-0.02672512,-0.99346624,56,561380,电网设备ETF
20240912,旅游酒店,-0.44,11501.11,-1.1110405,-4.9,-0.5222805,-0.58876,60,510150,消费ETF
20240912,医疗器械,-0.39,632.86,-1.20798288,-1.53,-0.81214016,-0.39584272,62,159929,医药ETF
20240912,商业百货,-0.55,10458.76,-1.40222661,-3.97,-0.92034261,-0.481884,64,510150,消费ETF
20240912,食品饮料,-0.91,17879.58,-1.58867806,-2.87,-1.0324795,-0.55619856,65,510150,消费ETF
20240912,航天航空,-0.54,30299.19,-1.66947189,-4.58,-0.86107109,-0.8084008,66,512660,军工ETF
20240912,互联网服务,0.46,14524.92,-1.6777376,-0.94,-0.2215776,-1.45616,67,515230,软件ETF
20240912,游戏,-1.17,803.35,-1.8305802,-4.06,-1.27864852,-0.55193168,68,159869,游戏ETF
20240912,生物制品,-0.49,654.06,-1.96671566,-3.3,-0.74138366,-1.225332,70,510660,创新药ETF
20240912,汽车整车,-0.44,1230.12,-2.12470688,-1.96,-1.70437648,-0.4203304,72,515030,新能源车ETF
20240912,小金属,-0.46,1321.69,-2.31866392,-5.82,-1.11060808,-1.20805584,73,512400,有色ETF
20240912,汽车零部件,-0.93,23705.82,-2.72461632,-2.09,0.12177376,-2.84639008,74,515030,新能源车ETF
20240912,中药,-0.51,1147.76,-3.15915824,-4.44,-1.18412064,-1.9750376,75,159929,医药ETF
20240912,医药商业,-1.28,796.78,-3.74306856,-12.16,-4.08714424,0.34407568,77,159929,医药ETF
20240912,证券,-0.12,107387.49,-3.97125808,-3.9,-2.66119952,-1.31005856,79,512880,证券ETF
20240912,半导体,-0.95,841.11,-5.36368176,-3.03,-1.46147984,-3.90220192,81,512480,半导体ETF
20240912,电池,-1.37,647.34,-5.66203776,-3.38,-2.80889776,-2.85314,83,516160,新能源ETF
20240912,能源金属,-1.22,355.5,-7.03557936,-9.68,-4.54847232,-2.48710704,85,512400,有色ETF
20240912,酿酒行业,-0.73,40682.25,-16.07255344,-11.4,-9.48641584,-6.5861376,86,512690,白酒ETF
