date,industry_name,pct_change,close,net_inflow,net_amount_rate,super_large_inflow,large_inflow,rank,etf_code,etf_name
20231121,文化传媒,2.42,9620.8,14.30937088,2.68,12.51333632,1.79603456,1,512980,传媒ETF
20231121,酿酒行业,0.96,59096.81,7.05372736,3.94,6.26187328,0.79185408,3,512690,白酒ETF
20231121,煤炭行业,0.6,10242.47,3.3095408,4.64,2.2538256,1.0557152,5,515220,煤炭ETF
20231121,商业百货,1.68,14892.19,3.18968496,3.91,3.20395264,-0.01426768,6,510150,消费ETF
20231121,贵金属,0.59,914.65,2.03162768,5.36,1.04743568,0.984192,9,512400,有色ETF
20231121,生物制品,0.75,938.93,1.66182912,1.61,1.7126096,-0.05078048,10,510660,创新药ETF
20231121,医疗器械,0.12,903.99,1.03512176,0.87,-0.33270624,1.367828,13,159929,医药ETF
20231121,水泥建材,0.46,25341.72,0.41702123,1.36,0.54734891,-0.13032768,18,510300,沪深300ETF
20231121,燃气,0.59,1428.32,0.29002032,0.9,0.32991568,-0.03989536,20,561380,电网设备ETF
20231121,医药商业,-0.04,1111.36,0.13474499,0.42,0.25198963,-0.11724464,22,159929,医药ETF
20231121,旅游酒店,0.33,13650.16,-0.01791504,-0.04,0.50602256,-0.5239376,26,510150,消费ETF
20231121,游戏,-0.04,1167.85,-0.12185296,-0.09,-0.86834224,0.74648928,27,159869,游戏ETF
20231121,公用事业,-0.3,7542.09,-0.37001843,-2.88,0.06196659,-0.43198502,32,561380,电网设备ETF
20231121,小金属,-0.64,1617.27,-1.09232176,-1.45,-1.10366992,0.01134816,36,512400,有色ETF
20231121,装修装饰,0.52,466.38,-1.11452421,-4.05,-0.27565381,-0.8388704,37,510300,沪深300ETF
20231121,电池,-0.01,960.53,-1.40237744,-1.08,-0.10059808,-1.30177936,40,516160,新能源ETF
20231121,工程建设,0.32,20747.44,-1.43475664,-0.96,-1.6020168,0.16726016,42,510300,沪深300ETF
20231121,中药,-0.04,1590.07,-1.5767552,-1.26,-1.8776152,0.30086,44,159929,医药ETF
20231121,食品饮料,0.63,24063.55,-1.57826832,-1.28,-1.4941504,-0.08411792,45,510150,消费ETF
20231121,化学制药,0.01,30273.38,-1.6957904,-0.8,-0.671816,-1.0239744,47,159929,医药ETF
20231121,船舶制造,-1.4,791.84,-2.79682464,-9.62,-1.82203296,-0.97479168,54,512660,军工ETF
20231121,有色金属,-0.15,14404.63,-2.97438176,-2.77,-0.83307936,-2.1413024,55,512400,有色ETF
20231121,风电设备,-1.06,1114.78,-3.0108564,-8.01,-2.05249448,-0.95836192,56,516160,新能源ETF
20231121,医疗服务,-0.12,1279.39,-3.1574024,-2.85,-2.54461712,-0.61278528,58,510660,创新药ETF
20231121,银行,0.32,2816.0,-3.1898696,-2.66,-2.19626928,-0.99360032,60,512800,银行ETF
20231121,农牧饲渔,-0.21,13398.71,-3.5849376,-4.66,-1.38998832,-2.19494928,62,510150,消费ETF
20231121,石油行业,-0.5,5336.67,-3.63093216,-8.11,-1.42472144,-2.20621072,63,510300,沪深300ETF
20231121,电力行业,-0.31,14696.97,-4.17262256,-5.1,-1.2456816,-2.92694096,66,561380,电网设备ETF
20231121,能源金属,-0.98,484.67,-4.51953216,-9.67,-2.40843776,-2.1110944,67,512400,有色ETF
20231121,航天航空,-1.45,39035.86,-4.93812112,-9.0,-3.13984112,-1.79828,68,512660,军工ETF
20231121,电网设备,-0.82,21863.13,-5.78295872,-5.0,-2.7372736,-3.04568512,69,561380,电网设备ETF
20231121,光伏设备,-0.93,1370.16,-6.84901728,-5.43,-4.16554704,-2.68347024,70,516290,光伏ETF
20231121,汽车整车,-0.76,1403.51,-8.1217176,-4.07,-4.1141784,-4.0075392,71,515030,新能源车ETF
20231121,家电行业,-0.41,16674.59,-10.05810064,-6.52,-5.19342608,-4.86467456,73,510150,消费ETF
20231121,证券,-0.39,127873.49,-12.00883088,-4.16,-5.32614544,-6.68268544,74,512880,证券ETF
20231121,通信设备,-1.18,11952.36,-17.18500192,-4.26,-11.0175216,-6.16748032,76,515880,通信ETF
20231121,汽车零部件,-0.2,33003.05,-18.30954864,-4.19,-7.09721712,-11.21233152,78,515030,新能源车ETF
20231121,半导体,-1.73,1288.28,-30.02102016,-6.82,-17.75588864,-12.26513152,84,512480,半导体ETF
20231121,软件开发,-0.4,883.29,-33.98094912,-6.89,-17.73546816,-16.24548096,85,515230,软件ETF
20231121,互联网服务,-0.84,21546.69,-37.00999424,-6.44,-17.43114752,-19.57884672,86,515230,软件ETF
