date,ts_code,industry_name,lead_stock,close,pct_change,company_num,pct_change_stock,close_price,net_buy_amount,net_sell_amount,net_inflow,etf_code,etf_name
20250219,881121.TI,半导体,帝奥微,9065.92,4.92,160,20.02,24.94,561.0,441.0,120.0,512480,半导体ETF
20250219,881171.TI,自动化设备,三丰智能,20416.1,5.7,94,20.04,12.16,244.0,166.0,77.0,562500,机器人ETF
20250219,881126.TI,汽车零部件,骏创科技,5237.1,4.39,245,29.99,62.2,291.0,224.0,66.0,515030,新能源车ETF
20250219,881124.TI,消费电子,协创数据,9234.36,3.47,95,13.82,109.95,217.0,175.0,42.0,512480,半导体ETF
20250219,881117.TI,通用设备,恒锋工具,6332.89,4.12,245,20.01,38.5,239.0,207.0,32.0,159638,高端装备ETF
20250219,881157.TI,证券,信达证券,1489.13,1.29,50,6.86,16.35,146.0,125.0,21.0,512880,证券ETF
20250219,881118.TI,专用设备,斯莱克,5672.35,3.13,190,17.16,15.29,158.0,137.0,21.0,159638,高端装备ETF
20250219,881272.TI,软件开发,每日互动,2281.82,2.67,137,17.79,69.38,416.0,397.0,18.0,515230,软件ETF
20250219,881114.TI,金属新材料,金力永磁,9513.58,4.11,30,14.45,22.65,44.0,26.0,18.0,512400,有色ETF
20250219,881277.TI,电机,江南奕帆,2919.9,5.59,24,14.95,61.98,70.0,52.0,18.0,561380,电网设备ETF
20250219,881279.TI,光伏设备,爱旭股份,6577.05,2.1,70,8.16,13.78,83.0,67.0,15.0,516290,光伏ETF
20250219,881172.TI,电子化学品,广钢气体,35230.6,3.42,40,12.15,10.98,34.0,23.0,11.0,512480,半导体ETF
20250219,881273.TI,白酒,皇台酒业,3140.96,0.6,20,2.88,14.27,53.0,43.0,9.0,512690,白酒ETF
20250219,881281.TI,电池,金杨股份,12699.7,1.95,102,16.02,47.52,151.0,141.0,9.0,516160,新能源ETF
20250219,881166.TI,军工装备,海兰信,1647.75,2.57,81,20.0,13.56,79.0,70.0,9.0,512660,军工ETF
20250219,881122.TI,光学光电子,奥比中光,3987.65,2.78,106,17.6,68.1,124.0,115.0,9.0,512480,半导体ETF
20250219,881170.TI,小金属,翔鹭钨业,3857.91,2.39,24,5.41,7.01,26.0,18.0,8.0,512400,有色ETF
20250219,881129.TI,通信设备,广和通,5455.92,2.78,89,14.44,41.2,203.0,195.0,7.0,515880,通信ETF
20250219,881125.TI,汽车整车,千里科技,3107.16,1.38,23,10.03,8.67,80.0,74.0,5.0,515030,新能源车ETF
20250219,881283.TI,多元金融,浙江东方,1013.78,1.55,29,7.08,7.86,53.0,48.0,5.0,512880,证券ETF
20250219,881278.TI,电网设备,杭州柯林,4687.85,1.92,129,19.99,54.2,86.0,81.0,5.0,561380,电网设备ETF
20250219,881268.TI,工程机械,万达轴承,2306.91,3.82,33,29.99,110.01,36.0,31.0,5.0,159638,高端装备ETF
20250219,881280.TI,风电设备,禾望电气,3351.1,1.99,28,7.85,33.52,16.0,12.0,4.0,516160,新能源ETF
20250219,881175.TI,医疗服务,华大基因,14121.5,2.63,53,12.51,66.3,83.0,79.0,4.0,510660,创新药ETF
20250219,881123.TI,其他电子,伊戈尔,11582.8,3.14,31,10.03,20.85,43.0,38.0,4.0,512480,半导体ETF
20250219,881173.TI,小家电,爱仕达,4066.36,2.17,25,7.57,18.91,16.0,13.0,3.0,510150,消费ETF
20250219,881179.TI,其他社会服务,中机认检,16876.6,2.33,68,8.96,35.86,14.0,11.0,3.0,510300,沪深300ETF
20250219,881130.TI,计算机设备,神思电子,3548.08,2.71,81,7.31,23.05,128.0,124.0,3.0,515230,软件ETF
20250219,881158.TI,零售,华致酒行,1791.48,1.09,73,10.3,19.49,51.0,49.0,2.0,510150,消费ETF
20250219,881153.TI,房地产,首开股份,1537.74,1.29,95,10.13,2.61,47.0,44.0,2.0,510300,沪深300ETF
20250219,881103.TI,农产品加工,新希望,3698.7,0.94,44,10.01,10.44,19.0,18.0,1.0,510150,消费ETF
20250219,881133.TI,饮料制造,百润股份,4301.31,1.14,45,8.0,25.51,18.0,17.0,1.0,512690,白酒ETF
20250219,881144.TI,医疗器械,安必平,9996.47,1.56,130,11.2,38.24,54.0,53.0,1.0,159929,医药ETF
20250219,881132.TI,黑色家电,辰奕智能,4109.72,1.61,9,3.38,50.24,28.0,26.0,1.0,510150,消费ETF
20250219,881264.TI,化学纤维,宝丽迪,3000.11,2.09,24,6.75,27.85,10.0,9.0,1.0,510300,沪深300ETF
20250219,881156.TI,保险,天茂集团,2095.36,0.37,6,1.79,3.98,19.0,20.0,0.0,512800,银行ETF
20250219,881146.TI,燃气,ST升达,1349.45,0.51,29,5.0,2.52,4.0,5.0,0.0,561380,电网设备ETF
20250219,881149.TI,公路铁路运输,富临运业,1376.91,0.75,31,10.03,8.23,13.0,13.0,0.0,510300,沪深300ETF
20250219,881137.TI,造纸,荣晟环保,1795.54,0.89,23,4.34,13.23,8.0,9.0,0.0,510300,沪深300ETF
20250219,881182.TI,美容护理,华业香料,4306.25,0.91,33,3.5,20.69,6.0,6.0,0.0,510150,消费ETF
20250219,881102.TI,养殖业,新五丰,2327.24,1.13,39,3.89,6.14,18.0,19.0,0.0,510150,消费ETF
20250219,881152.TI,物流,音飞储存,4582.6,1.26,48,10.0,11.99,21.0,20.0,0.0,510300,沪深300ETF
