date,ts_code,industry_name,lead_stock,close_price,pct_change,industry_index,company_num,pct_change_stock,net_buy_amount,net_sell_amount,net_inflow,etf_code,etf_name
20241205,886019.TI,AIGC概念,星环科技,61.66,3.99,1835.34,198,3.99,725.0,590.0,135.0,159381,创业板人工智能ETF
20241205,885728.TI,人工智能,华如科技,26.14,2.56,1104.62,721,2.56,1537.0,1405.0,132.0,159381,创业板人工智能ETF
20241205,886031.TI,ChatGPT概念,万兴科技,72.61,4.35,1740.75,129,4.35,531.0,433.0,97.0,159381,创业板人工智能ETF
20241205,885806.TI,华为概念,星环科技,61.66,2.07,2603.77,939,2.07,1542.0,1456.0,86.0,515230,软件ETF
20241205,885709.TI,虚拟现实,华如科技,26.14,2.64,804.64,269,2.64,570.0,488.0,81.0,159869,游戏ETF
20241205,885934.TI,元宇宙,华如科技,26.14,3.7,1637.1,171,3.7,484.0,406.0,77.0,159869,游戏ETF
20241205,885603.TI,网络游戏,华如科技,26.14,3.78,1450.92,65,3.78,212.0,156.0,55.0,159869,游戏ETF
20241205,885517.TI,机器人概念,华如科技,26.14,2.26,2985.92,669,2.26,1250.0,1199.0,50.0,562500,机器人ETF
20241205,885923.TI,鸿蒙概念,万兴科技,72.61,2.54,1747.27,217,2.54,477.0,426.0,50.0,515230,软件ETF
20241205,885757.TI,区块链,新致软件,20.01,2.1,1480.52,238,2.1,708.0,664.0,44.0,515230,软件ETF
20241205,886041.TI,数据要素,兆讯传媒,14.8,2.54,1126.48,320,2.54,618.0,576.0,42.0,515230,软件ETF
20241205,885876.TI,网红经济,万兴科技,72.61,2.22,1373.37,95,2.22,212.0,180.0,31.0,512980,传媒ETF
20241205,885564.TI,无人机,华依科技,33.28,2.12,2279.86,288,2.12,361.0,330.0,30.0,512660,军工ETF
20241205,885456.TI,互联网金融,天利科技,28.93,2.34,5770.23,186,2.34,517.0,493.0,23.0,512880,证券ETF
20241205,886067.TI,低空经济,震有科技,35.69,1.84,1737.87,295,1.84,386.0,363.0,22.0,515030,新能源车ETF
20241205,885874.TI,云游戏,盛天网络,13.34,3.43,1212.7,25,3.43,76.0,55.0,21.0,159869,游戏ETF
20241205,885956.TI,智慧政务,金财互联,9.96,2.14,1378.24,169,2.14,304.0,287.0,17.0,515230,软件ETF
20241205,886050.TI,算力租赁,奥瑞德,2.86,2.24,1037.13,109,2.24,185.0,168.0,16.0,515230,软件ETF
20241205,885431.TI,新能源汽车,华依科技,33.28,1.91,3232.22,822,1.91,972.0,957.0,15.0,515030,新能源车ETF
20241205,885884.TI,航空发动机,日发精机,8.27,2.21,2139.42,69,2.21,112.0,96.0,15.0,512660,军工ETF
20241205,886078.TI,商业航天,星环科技,61.66,2.04,1460.45,204,2.04,224.0,211.0,12.0,159206,卫星ETF
20241205,885736.TI,无人驾驶,华依科技,33.28,2.05,2219.11,284,2.05,460.0,450.0,9.0,515030,新能源车ETF
20241205,885497.TI,旅游概念,山水比德,39.8,2.21,2525.1,105,2.21,110.0,101.0,9.0,510150,消费ETF
20241205,886058.TI,华为昇腾,星环科技,61.66,3.22,1394.16,52,3.22,128.0,118.0,9.0,515230,软件ETF
20241205,885556.TI,5G,天利科技,28.93,1.85,3940.38,403,1.85,601.0,592.0,8.0,515880,通信ETF
20241205,886076.TI,军工信息化,六九一二,179.65,2.16,1472.2,94,2.16,122.0,113.0,8.0,512660,军工ETF
20241205,885566.TI,大飞机,国机精工,15.73,1.6,2779.92,124,1.6,126.0,118.0,7.0,512660,军工ETF
20241205,885866.TI,数字货币,新致软件,20.01,2.09,2041.23,82,2.09,184.0,176.0,7.0,515230,软件ETF
20241205,886000.TI,一体化压铸,春兴精工,6.15,2.3,1047.36,48,2.3,56.0,48.0,7.0,515030,新能源车ETF
20241205,885982.TI,华为欧拉,当虹科技,33.23,1.91,1484.64,43,1.91,99.0,93.0,5.0,515230,软件ETF
20241205,885999.TI,汽车热管理,邦德股份,25.45,2.73,1472.52,106,2.73,140.0,135.0,4.0,515030,新能源车ETF
20241205,886032.TI,固态电池,长虹能源,41.83,1.54,914.91,165,1.54,228.0,225.0,3.0,516160,新能源ETF
20241205,885743.TI,军民融合,建设工业,16.68,2.06,1229.22,185,2.06,243.0,240.0,3.0,512660,军工ETF
20241205,885930.TI,工业母机,沃尔德,25.55,2.71,1275.59,98,2.71,155.0,153.0,2.0,159638,高端装备ETF
20241205,886006.TI,钙钛矿电池,协鑫集成,3.05,1.33,791.76,50,1.33,65.0,64.0,1.0,516290,光伏ETF
20241205,885775.TI,燃料电池,华依科技,33.28,1.58,1473.01,201,1.58,231.0,230.0,1.0,516160,新能源ETF
20241205,885780.TI,啤酒概念,怡亚通,5.39,0.18,1475.11,18,0.18,9.0,9.0,0.0,512690,白酒ETF
20241205,886038.TI,超导概念,联创光电,48.05,1.05,1375.94,20,1.05,29.0,28.0,0.0,561380,电网设备ETF
20241205,886004.TI,虚拟电厂,开普云,53.95,1.16,1203.52,97,1.16,75.0,75.0,0.0,561380,电网设备ETF
20241205,885947.TI,DRG/DIP,华宇软件,8.3,1.41,1008.02,21,1.41,18.0,19.0,0.0,159929,医药ETF
20241205,886037.TI,6G概念,震有科技,35.69,2.28,1398.32,61,2.28,104.0,104.0,0.0,515880,通信ETF
20241205,886013.TI,信创,星环科技,61.66,2.41,1837.45,282,2.41,591.0,592.0,0.0,515230,软件ETF
20241205,886069.TI,人形机器人,双林股份,28.8,3.32,1561.9,89,3.32,235.0,236.0,0.0,562500,机器人ETF
20241205,885425.TI,特高压,殷图网联,38.91,0.97,3152.54,104,0.97,74.0,76.0,-2.0,561380,电网设备ETF
20241205,885461.TI,充电桩,许昌智能,14.09,1.42,4706.03,313,1.42,295.0,297.0,-2.0,516160,新能源ETF
20241205,885819.TI,电力物联网,许昌智能,14.09,1.46,1713.87,73,1.46,62.0,64.0,-2.0,561380,电网设备ETF
20241205,885459.TI,网络安全,中电港,23.69,1.52,4934.33,174,1.52,354.0,356.0,-2.0,515230,软件ETF
20241205,885914.TI,煤炭概念,宝泰隆,3.36,0.63,1859.44,78,0.63,61.0,65.0,-3.0,515220,煤炭ETF
20241205,885927.TI,CRO概念,谱尼测试,9.64,0.77,691.25,57,0.77,25.0,28.0,-3.0,510660,创新药ETF
20241205,885919.TI,碳中和,宝泰隆,3.36,1.24,1588.09,215,1.24,177.0,180.0,-3.0,516160,新能源ETF
20241205,885878.TI,HJT电池,协鑫集成,3.05,1.62,2450.07,56,1.62,48.0,51.0,-3.0,516290,光伏ETF
20241205,886054.TI,光刻机,联合光电,21.5,0.14,1207.23,32,0.14,33.0,37.0,-4.0,588710,科创半导体设备ETF
20241205,885462.TI,乳业,一鸣食品,21.67,0.29,1960.69,33,0.29,17.0,21.0,-4.0,510150,消费ETF
20241205,885733.TI,航运概念,海航科技,3.03,0.31,1468.32,55,0.31,29.0,33.0,-4.0,510300,沪深300ETF
20241205,886008.TI,减速器,埃夫特,31.22,2.87,1396.78,100,2.87,173.0,177.0,-4.0,562500,机器人ETF
20241205,886051.TI,减肥药,常山药业,19.91,0.4,1024.49,47,0.4,20.0,25.0,-5.0,510660,创新药ETF
20241205,885980.TI,华为鲲鹏,星环科技,61.66,2.41,1335.05,158,2.41,309.0,315.0,-5.0,515230,软件ETF
20241205,885864.TI,光刻胶,普利特,11.55,0.27,2856.17,67,0.27,75.0,82.0,-6.0,588710,科创半导体设备ETF
20241205,885574.TI,卫星导航,华如科技,26.14,2.07,3281.8,184,2.07,240.0,247.0,-6.0,515880,通信ETF
20241205,885997.TI,比亚迪概念,华依科技,33.28,2.04,1332.73,540,2.04,665.0,672.0,-7.0,515030,新能源车ETF
20241205,885928.TI,钠离子电池,长虹能源,41.83,1.57,936.71,109,1.57,130.0,139.0,-8.0,516160,新能源ETF
20241205,886044.TI,液冷服务器,科创新源,24.26,1.86,1080.59,68,1.86,142.0,150.0,-8.0,515230,软件ETF
20241205,886015.TI,创新药,亚泰集团,2.09,0.24,1037.29,174,0.24,76.0,87.0,-11.0,510660,创新药ETF
20241205,885426.TI,海工装备,安诺其,6.11,0.79,2357.13,66,0.79,56.0,69.0,-12.0,159638,高端装备ETF
20241205,885823.TI,氢能源,伟创电气,43.04,1.19,1913.4,321,1.19,251.0,263.0,-12.0,516160,新能源ETF
20241205,885700.TI,军工,华如科技,26.14,1.88,1711.34,526,1.88,627.0,640.0,-13.0,512660,军工ETF
20241205,885945.TI,汽车芯片,安培龙,64.57,0.83,852.88,109,0.83,179.0,194.0,-14.0,512480,半导体ETF
20241205,885908.TI,第三代半导体,惠丰钻石,38.24,1.12,1419.17,131,1.12,158.0,173.0,-14.0,512480,半导体ETF
20241205,885311.TI,智能电网,海联讯,15.25,1.29,2816.44,224,1.29,221.0,236.0,-15.0,561380,电网设备ETF
20241205,885921.TI,储能,许昌智能,14.09,1.4,1813.64,507,1.4,504.0,520.0,-16.0,516160,新能源ETF
20241205,885530.TI,黄金概念,潮宏基,5.76,0.11,2165.49,72,0.11,50.0,68.0,-18.0,512400,有色ETF
20241205,885936.TI,绿色电力,广安爱众,5.79,0.78,951.16,204,0.78,143.0,162.0,-19.0,516160,新能源ETF
20241205,885343.TI,稀土永磁,英威腾,8.04,-0.37,2213.67,59,-0.37,66.0,86.0,-20.0,512400,有色ETF
20241205,885427.TI,高端装备,华依科技,33.28,1.88,2419.98,291,1.88,307.0,330.0,-23.0,159638,高端装备ETF
20241205,886042.TI,存储芯片,永安行,17.29,0.7,1123.23,86,0.7,141.0,167.0,-26.0,512480,半导体ETF
20241205,885951.TI,预制菜,天地在线,24.44,-0.27,1093.34,105,-0.27,89.0,116.0,-27.0,510150,消费ETF
20241205,885641.TI,风电,旺成科技,23.5,1.04,943.24,327,1.04,255.0,283.0,-27.0,516160,新能源ETF
20241205,885494.TI,一带一路,中裕科技,21.25,1.0,1927.7,544,1.0,454.0,497.0,-42.0,510300,沪深300ETF
20241205,885531.TI,光伏概念,伟创电气,43.04,1.12,3186.35,560,1.12,455.0,497.0,-42.0,516290,光伏ETF
20241205,886021.TI,国企改革,天利科技,28.93,0.91,1249.95,2802,0.91,1312.0,1404.0,-91.0,510300,沪深300ETF
