date,industry_name,pct_change,close,net_inflow,net_amount_rate,super_large_inflow,large_inflow,rank,etf_code,etf_name
20240514,游戏,5.48,915.82,11.39389456,8.97,9.52031232,1.87358224,1,159869,游戏ETF
20240514,汽车整车,3.12,1345.42,10.617564,6.27,6.88322144,3.73434256,2,515030,新能源车ETF
20240514,中药,1.61,1448.99,3.35865424,2.15,4.7664648,-1.40781056,4,159929,医药ETF
20240514,医疗服务,-0.28,939.89,1.6315992,1.14,2.4868912,-0.855292,7,510660,创新药ETF
20240514,医药商业,1.34,1041.99,1.0867784,3.12,0.92299232,0.16378608,9,159929,医药ETF
20240514,生物制品,0.79,817.84,0.97683888,0.84,1.10814992,-0.13131104,10,510660,创新药ETF
20240514,文化传媒,1.92,8114.89,0.7961616,0.44,0.4577192,0.3384424,11,512980,传媒ETF
20240514,互联网服务,1.67,16128.76,0.45907936,0.2,-0.67081504,1.1298944,16,515230,软件ETF
20240514,船舶制造,0.27,756.59,0.11621984,0.29,-0.07753632,0.19375616,18,512660,军工ETF
20240514,商业百货,1.2,12339.92,-0.23790878,-0.6,0.3288677,-0.56677648,23,510150,消费ETF
20240514,装修装饰,2.1,373.85,-0.3012981,-1.53,-0.35497746,0.05367936,24,510300,沪深300ETF
20240514,旅游酒店,0.88,13329.23,-0.37763296,-0.82,0.0583856,-0.43601856,25,510150,消费ETF
20240514,水泥建材,0.68,19906.24,-0.52596475,-2.71,-0.13910379,-0.38686096,26,510300,沪深300ETF
20240514,能源金属,-0.16,435.02,-0.78643936,-1.94,-0.51963984,-0.26679952,32,512400,有色ETF
20240514,有色金属,0.53,14529.26,-0.99303056,-0.54,-1.91070608,0.91767552,36,512400,有色ETF
20240514,证券,0.76,120476.61,-1.02883904,-0.43,-1.30281024,0.2739712,39,512880,证券ETF
20240514,公用事业,-1.2,7716.53,-1.1684595,-3.39,-0.56642302,-0.60203648,42,561380,电网设备ETF
20240514,燃气,-0.78,1382.03,-1.52073446,-4.48,-0.49327622,-1.02745824,48,561380,电网设备ETF
20240514,风电设备,0.22,934.31,-1.54366516,-4.11,-0.57518372,-0.96848144,50,516160,新能源ETF
20240514,工程建设,0.33,17887.08,-1.59012112,-1.35,0.54440576,-2.13452688,51,510300,沪深300ETF
20240514,小金属,0.44,1545.54,-1.70697664,-1.94,-1.10290224,-0.6040744,52,512400,有色ETF
20240514,酿酒行业,1.67,52357.98,-2.41253632,-1.7,-0.62146672,-1.7910696,58,512690,白酒ETF
20240514,贵金属,0.18,1144.79,-2.43114016,-2.89,-0.70709536,-1.7240448,59,512400,有色ETF
20240514,医疗器械,0.35,764.4,-2.58873344,-2.14,-1.53145776,-1.05727568,61,159929,医药ETF
20240514,农牧饲渔,1.22,12074.41,-2.60725648,-2.2,0.80539024,-3.41264672,62,510150,消费ETF
20240514,电池,-0.3,794.3,-2.6410456,-2.53,-2.27665824,-0.36438736,63,516160,新能源ETF
20240514,汽车零部件,1.03,27912.13,-2.89005488,-1.35,-0.7760048,-2.11405008,66,515030,新能源车ETF
20240514,软件开发,1.4,682.83,-4.11023008,-1.6,-2.79637408,-1.313856,70,515230,软件ETF
20240514,石油行业,0.78,4896.08,-4.23640816,-7.53,-2.52044464,-1.71596352,71,510300,沪深300ETF
20240514,煤炭行业,-1.16,11216.32,-5.19661424,-4.93,-2.78726848,-2.40934576,75,515220,煤炭ETF
20240514,银行,-0.34,3204.39,-5.34132544,-3.01,-4.34613824,-0.9951872,76,512800,银行ETF
20240514,食品饮料,1.12,22513.44,-5.36614352,-3.22,-2.88221808,-2.48392544,77,510150,消费ETF
20240514,航天航空,-0.31,36387.86,-5.76652464,-5.85,-3.56876624,-2.1977584,78,512660,军工ETF
20240514,电力行业,-0.12,16186.5,-6.04133328,-2.24,-2.47195856,-3.56937472,79,561380,电网设备ETF
20240514,电网设备,0.82,21062.35,-6.61113648,-2.53,-0.0173496,-6.59378688,80,561380,电网设备ETF
20240514,通信设备,0.46,9889.95,-7.6779408,-2.75,-3.7495952,-3.9283456,81,515880,通信ETF
20240514,半导体,0.21,937.6,-9.1382544,-3.47,-3.99723424,-5.14102016,83,512480,半导体ETF
20240514,光伏设备,-0.83,1074.77,-9.36230672,-6.97,-4.19599952,-5.1663072,84,516290,光伏ETF
20240514,家电行业,-0.03,17109.27,-10.0104424,-5.13,-4.6060528,-5.4043896,85,510150,消费ETF
20240514,化学制药,0.01,26846.5,-11.073956,-4.72,-6.11214352,-4.96181248,86,159929,医药ETF
