date,industry_name,pct_change,close,net_inflow,net_amount_rate,super_large_inflow,large_inflow,rank,etf_code,etf_name
20250328,文化传媒,1.04,9916.52,10.3646,3.94,6.60999136,3.75460864,1,512980,传媒ETF
20250328,贵金属,3.43,1264.08,6.41482496,6.83,3.78778496,2.62704,2,512400,有色ETF
20250328,汽车整车,0.35,1664.77,2.538512,1.51,2.67395632,-0.13544432,4,515030,新能源车ETF
20250328,生物制品,0.41,860.96,2.13981504,1.48,0.460076,1.67973904,5,510660,创新药ETF
20250328,医疗服务,-0.46,1041.15,1.19006576,1.06,0.51910832,0.67095744,6,510660,创新药ETF
20250328,医疗器械,-0.59,833.34,0.95026208,0.74,1.56237648,-0.6121144,8,159929,医药ETF
20250328,水泥建材,-0.82,23722.59,-0.36623421,-1.81,-0.34026493,-0.02596928,13,510300,沪深300ETF
20250328,装修装饰,-1.79,513.76,-0.67939571,-3.55,-0.48157747,-0.19781824,15,510300,沪深300ETF
20250328,燃气,-1.16,1475.63,-0.68864422,-3.29,-0.48684582,-0.2017984,16,561380,电网设备ETF
20250328,公用事业,-1.07,8195.2,-1.04167364,-5.08,-0.44196228,-0.59971136,18,561380,电网设备ETF
20250328,医药商业,-1.04,1003.75,-1.34725566,-4.18,-0.80976286,-0.5374928,1,159929,医药ETF
20250328,游戏,-0.26,1172.7,-1.53094224,-2.11,-0.74596944,-0.7849728,4,159869,游戏ETF
20250328,证券,0.16,140788.46,-2.71705792,-1.52,-2.4505184,-0.26653952,11,512880,证券ETF
20250328,化学制药,-0.31,29105.71,-2.99792256,-0.79,-2.49045376,-0.5074688,14,159929,医药ETF
20250328,石油行业,-1.5,5555.58,-3.16731472,-6.1,-1.48661616,-1.68069856,15,510300,沪深300ETF
20250328,工程建设,-0.78,22024.72,-3.22564224,-3.48,-1.97233312,-1.25330912,17,510300,沪深300ETF
20250328,电网设备,-1.62,26792.65,-3.46250624,-1.28,3.12473216,-6.5872384,2,561380,电网设备ETF
20250328,风电设备,-2.61,1071.07,-3.87965968,-7.13,-1.55454704,-2.32511264,6,516160,新能源ETF
20250328,能源金属,-1.39,472.3,-4.64762916,-12.45,-2.98063044,-1.66699872,8,512400,有色ETF
20250328,煤炭行业,-1.93,10559.71,-4.87075424,-7.09,-2.97254736,-1.89820688,10,515220,煤炭ETF
20250328,中药,-1.56,1361.21,-4.8932512,-4.78,-3.1598424,-1.7334088,11,159929,医药ETF
20250328,农牧饲渔,-1.76,13038.67,-5.42900624,-5.26,-2.3429376,-3.08606864,14,510150,消费ETF
20250328,光伏设备,-1.12,1096.79,-5.56220528,-2.74,-3.18862448,-2.3735808,15,516290,光伏ETF
20250328,小金属,-0.97,2033.62,-5.89493008,-4.06,-3.10132144,-2.79360864,17,512400,有色ETF
20250328,航天航空,-1.49,42828.64,-5.92356272,-7.68,-3.36122416,-2.56233856,18,512660,军工ETF
20250328,旅游酒店,-2.05,15047.59,-5.977456,-7.16,-2.65503584,-3.32242016,20,510150,消费ETF
20250328,食品饮料,-1.84,25920.1,-6.48183328,-4.17,-2.29820784,-4.18362544,3,510150,消费ETF
20250328,酿酒行业,-1.56,49649.26,-6.4826232,-5.94,-3.66098656,-2.82163664,4,512690,白酒ETF
20250328,商业百货,-2.31,16221.13,-7.8573032,-8.36,-3.46342496,-4.39387824,6,510150,消费ETF
20250328,船舶制造,-2.1,900.56,-8.74574176,-11.15,-3.8531488,-4.89259296,8,512660,军工ETF
20250328,有色金属,-1.05,17395.61,-9.35630544,-3.33,-5.8948168,-3.46148864,9,512400,有色ETF
20250328,电池,-1.44,975.09,-9.68981696,-6.88,-5.56956912,-4.12024784,11,516160,新能源ETF
20250328,电力行业,-1.38,15719.22,-9.78091616,-4.76,-4.5344496,-5.24646656,12,561380,电网设备ETF
20250328,互联网服务,-0.82,26183.66,-9.87565824,-1.97,0.05508608,-9.93074432,13,515230,软件ETF
20250328,银行,-0.51,3782.01,-10.1421224,-5.18,-8.9586728,-1.1834496,15,512800,银行ETF
20250328,通信设备,-1.34,13421.89,-11.30385248,-4.07,-5.19800928,-6.1058432,17,515880,通信ETF
20250328,汽车零部件,-1.36,39861.51,-12.49301728,-2.7,-0.28323296,-12.20978432,18,515030,新能源车ETF
20250328,家电行业,-0.56,21842.64,-12.73406704,-5.57,-6.61101808,-6.12304896,19,510150,消费ETF
20250328,软件开发,-1.12,1106.04,-20.59449072,-4.93,-11.42513136,-9.16935936,5,515230,软件ETF
20250328,半导体,-1.5,1446.02,-31.78676736,-5.64,-17.61227264,-14.17449472,6,512480,半导体ETF
