date,industry_name,pct_change,close,net_inflow,net_amount_rate,super_large_inflow,large_inflow,rank,etf_code,etf_name
20240905,汽车整车,1.73,1251.95,7.5925192,5.15,4.56766752,3.02485168,2,515030,新能源车ETF
20240905,互联网服务,2.2,14643.75,6.25391856,3.28,5.15715328,1.09676528,3,515230,软件ETF
20240905,光伏设备,1.57,890.04,4.25210576,2.79,2.67574912,1.57635664,4,516290,光伏ETF
20240905,软件开发,1.83,600.88,3.44157808,1.37,4.47649648,-1.0349184,6,515230,软件ETF
20240905,游戏,3.25,812.43,2.1842168,3.02,2.1684336,0.0157832,8,159869,游戏ETF
20240905,酿酒行业,1.13,41930.28,0.59737216,0.9,1.00016512,-0.40279296,16,512690,白酒ETF
20240905,医药商业,3.0,856.01,0.4412584,0.99,0.29825584,0.14300256,18,159929,医药ETF
20240905,燃气,0.87,1236.91,0.39774081,3.13,0.1298279,0.26791291,19,561380,电网设备ETF
20240905,能源金属,0.87,354.48,0.19277562,0.47,-0.07819238,0.270968,22,512400,有色ETF
20240905,医疗器械,1.21,646.43,0.18276192,0.25,0.04165952,0.1411024,23,159929,医药ETF
20240905,装修装饰,1.53,329.58,0.14485984,1.31,0.23641134,-0.0915515,25,510300,沪深300ETF
20240905,文化传媒,2.22,6966.81,0.09145184,0.09,0.32487808,-0.23342624,29,512980,传媒ETF
20240905,工程建设,1.02,15327.97,0.0662752,0.12,0.58332528,-0.51705008,30,510300,沪深300ETF
20240905,贵金属,0.32,906.59,0.06330656,0.14,1.10783216,-1.0445256,31,512400,有色ETF
20240905,公用事业,0.9,6581.51,0.05362274,0.52,0.12476963,-0.07114689,32,561380,电网设备ETF
20240905,医疗服务,1.66,754.19,-0.15442976,-0.3,-0.68414512,0.52971536,40,510660,创新药ETF
20240905,船舶制造,0.13,675.31,-0.23876855,-2.98,-0.27015516,0.03138661,44,512660,军工ETF
20240905,水泥建材,1.5,17225.41,-0.5254668,-2.85,-0.46462648,-0.06084032,48,510300,沪深300ETF
20240905,化学制药,1.06,23159.85,-0.57015856,-0.52,0.64780656,-1.21796512,49,159929,医药ETF
20240905,煤炭行业,-0.52,9310.13,-0.69814752,-1.45,-0.862452,0.16430448,52,515220,煤炭ETF
20240905,石油行业,0.24,4326.89,-0.86639488,-2.24,-1.00708512,0.14069024,56,510300,沪深300ETF
20240905,银行,-0.11,3089.06,-0.869324,-0.54,0.68643008,-1.55575408,58,512800,银行ETF
20240905,证券,0.85,107176.91,-0.9505472,-0.97,-0.29960848,-0.65093872,59,512880,证券ETF
20240905,航天航空,0.59,31131.81,-1.09646386,-2.67,-0.3326181,-0.76384576,62,512660,军工ETF
20240905,生物制品,0.87,666.56,-1.10025603,-2.67,-0.35494739,-0.74530864,63,510660,创新药ETF
20240905,家电行业,0.58,14339.45,-1.28125424,-1.09,-1.84972544,0.5684712,64,510150,消费ETF
20240905,电力行业,0.01,13549.43,-1.3073128,-1.67,-0.3389056,-0.9684072,65,561380,电网设备ETF
20240905,旅游酒店,1.36,11904.78,-1.3473582,-5.27,-0.41038444,-0.93697376,66,510150,消费ETF
20240905,农牧饲渔,0.9,9890.11,-1.40142017,-3.02,-0.61158577,-0.7898344,67,510150,消费ETF
20240905,商业百货,1.79,10607.6,-1.47611688,-3.32,-0.80616616,-0.66995072,69,510150,消费ETF
20240905,风电设备,0.23,762.78,-1.51015933,-6.39,-1.11021101,-0.39994832,70,516160,新能源ETF
20240905,中药,1.17,1199.6,-1.51452864,-2.43,-0.73253616,-0.78199248,71,159929,医药ETF
20240905,通信设备,0.97,8749.98,-1.82848432,-1.14,-0.94284784,-0.88563648,72,515880,通信ETF
20240905,小金属,-0.01,1340.9,-1.92298653,-5.36,-1.13427933,-0.7887072,75,512400,有色ETF
20240905,食品饮料,1.37,18436.27,-2.28231363,-3.47,-0.30020259,-1.98211104,77,510150,消费ETF
20240905,电网设备,0.0,18291.93,-2.75413696,-3.02,-1.39077616,-1.3633608,80,561380,电网设备ETF
20240905,汽车零部件,0.89,24296.5,-4.13750192,-2.36,-1.21258784,-2.92491408,82,515030,新能源车ETF
20240905,有色金属,0.09,12057.34,-4.16989664,-5.09,-0.95899216,-3.21090448,83,512400,有色ETF
20240905,半导体,0.33,870.06,-5.98260704,-2.79,-3.17037792,-2.81222912,85,512480,半导体ETF
20240905,电池,-1.03,660.27,-10.36177552,-5.58,-5.4684896,-4.89328592,86,516160,新能源ETF
